customer_id,age,gender,user_type,phone,email,home_region,full_address
C-1395,52,Female,Subscriber,+1-555-3770,user_1395@zencity-bikes.com,West End,503 Broadway Ave
C-0014,52,Female,Subscriber,+1-555-7442,user_0014@zencity-bikes.com,West End,998 Broadway Ave
C-1321,52,Female,Subscriber,+1-555-4442,user_1321@zencity-bikes.com,West End,869 Broadway Ave
C-1586,52,Female,Subscriber,+1-555-6218,user_1586@zencity-bikes.com,West End,26 Broadway Ave
C-1309,52,Female,Subscriber,+1-555-4586,user_1309@zencity-bikes.com,West End,923 Broadway Ave
C-0164,52,Female,Subscriber,+1-555-5642,user_0164@zencity-bikes.com,West End,296 Broadway Ave
C-0052,52,Female,Subscriber,+1-555-3458,user_0052@zencity-bikes.com,West End,569 Broadway Ave
C-1291,52,Female,Subscriber,+1-555-5066,user_1291@zencity-bikes.com,West End,566 Broadway Ave
C-0008,52,Female,Subscriber,+1-555-4154,user_0008@zencity-bikes.com,West End,59 Broadway Ave
C-0157,56,Female,Subscriber,+1-555-2958,user_0157@zencity-bikes.com,West End,897 Oak Lane
C-1497,56,Female,Subscriber,+1-555-4206,user_1497@zencity-bikes.com,West End,201 Oak Lane
C-1624,56,Female,Subscriber,+1-555-4110,user_1624@zencity-bikes.com,West End,60 Oak Lane
C-0103,56,Female,Subscriber,+1-555-3150,user_0103@zencity-bikes.com,West End,783 Oak Lane
C-0087,56,Female,Subscriber,+1-555-2910,user_0087@zencity-bikes.com,West End,273 Oak Lane
C-0135,56,Female,Subscriber,+1-555-1638,user_0135@zencity-bikes.com,West End,450 Oak Lane
C-0169,56,Female,Subscriber,+1-555-4206,user_0169@zencity-bikes.com,West End,210 Oak Lane
C-1596,60,Female,Customer,+1-555-6178,user_1596@zencity-bikes.com,West End,661 Main St
C-1608,60,Female,Customer,+1-555-4138,user_1608@zencity-bikes.com,West End,682 Main St
C-1637,60,Female,Customer,+1-555-3370,user_1637@zencity-bikes.com,West End,67 Main St
C-0111,60,Female,Customer,+1-555-5458,user_0111@zencity-bikes.com,West End,706 Main St
C-1621,60,Female,Customer,+1-555-4162,user_1621@zencity-bikes.com,West End,661 Main St
C-1540,60,Female,Customer,+1-555-7786,user_1540@zencity-bikes.com,West End,730 Main St
C-1272,60,Female,Customer,+1-555-2794,user_1272@zencity-bikes.com,West End,958 Main St
C-0019,60,Female,Customer,+1-555-8362,user_0019@zencity-bikes.com,West End,937 Main St
C-0060,60,Female,Customer,+1-555-5338,user_0060@zencity-bikes.com,West End,658 Main St
C-1471,60,Female,Customer,+1-555-1882,user_1471@zencity-bikes.com,West End,397 Main St
C-0012,60,Female,Customer,+1-555-2842,user_0012@zencity-bikes.com,West End,178 Main St
C-0003,60,Female,Customer,+1-555-5698,user_0003@zencity-bikes.com,West End,442 Main St
C-1612,60,Female,Customer,+1-555-9178,user_1612@zencity-bikes.com,West End,916 Main St
C-1521,60,Female,Customer,+1-555-7066,user_1521@zencity-bikes.com,West End,955 Main St
C-1245,60,Female,Customer,+1-555-6514,user_1245@zencity-bikes.com,West End,781 Main St
C-0120,64,Female,Subscriber,+1-555-1190,user_0120@zencity-bikes.com,West End,353 Broadway Ave
C-0093,64,Female,Subscriber,+1-555-3254,user_0093@zencity-bikes.com,West End,257 Broadway Ave
C-1654,64,Female,Subscriber,+1-555-5582,user_1654@zencity-bikes.com,West End,776 Broadway Ave
C-1644,64,Female,Subscriber,+1-555-5630,user_1644@zencity-bikes.com,West End,923 Broadway Ave
C-1623,64,Female,Subscriber,+1-555-5870,user_1623@zencity-bikes.com,West End,875 Broadway Ave
C-1629,64,Female,Subscriber,+1-555-4262,user_1629@zencity-bikes.com,West End,248 Broadway Ave
C-1645,64,Female,Subscriber,+1-555-3806,user_1645@zencity-bikes.com,West End,431 Broadway Ave
C-1394,64,Female,Subscriber,+1-555-9758,user_1394@zencity-bikes.com,West End,884 Broadway Ave
C-1626,64,Female,Subscriber,+1-555-8630,user_1626@zencity-bikes.com,West End,404 Broadway Ave
C-1341,64,Female,Subscriber,+1-555-6734,user_1341@zencity-bikes.com,West End,614 Broadway Ave
C-1431,64,Female,Subscriber,+1-555-9182,user_1431@zencity-bikes.com,West End,353 Broadway Ave
C-0155,64,Female,Subscriber,+1-555-3446,user_0155@zencity-bikes.com,West End,548 Broadway Ave
C-1616,64,Female,Subscriber,+1-555-9662,user_1616@zencity-bikes.com,West End,626 Broadway Ave
